Total_Stops,Price,Duration_hours,Duration_minutes,month,day,Indigo,Air India,Jet Airways,SpiceJet,Multiple carriers,GoAir,Vistara,Air Asia
4,7229,2,55,3,4,0,0,0,0,1,0,0,0
3,8882,7,40,5,18,0,0,0,0,0,1,0,0
3,10197,11,0,9,5,0,0,0,0,0,1,0,0
4,4804,2,35,12,5,0,0,0,1,0,0,0,0
3,13628,5,50,3,3,0,0,0,1,0,0,0,0
4,6216,3,10,5,27,0,0,0,0,0,0,0,1
3,7480,25,35,5,21,0,1,0,0,0,0,0,0
3,11936,6,15,12,6,0,1,0,0,0,0,0,0
4,3859,2,15,3,18,0,0,0,0,0,0,1,0
3,8586,14,5,12,5,0,0,0,0,1,0,0,0
4,21730,2,55,1,3,0,0,0,0,0,0,0,1
3,6628,8,20,1,6,0,0,0,1,0,0,0,0
2,10151,19,55,1,5,0,1,0,0,0,0,0,0
3,11467,21,25,5,21,0,0,0,0,1,0,0,0
3,7010,4,55,6,15,0,0,0,1,0,0,0,0
4,7229,3,0,3,4,0,0,0,0,1,0,0,0
4,8033,3,0,9,3,0,0,0,1,0,0,0,0
4,7229,2,55,5,18,0,0,0,0,1,0,0,0
3,6911,5,15,9,6,0,0,0,1,0,0,0,0
2,14300,23,0,6,27,0,0,0,0,1,0,0,0
2,13033,18,20,9,6,0,1,0,0,0,0,0,0
4,3943,2,50,5,24,0,0,0,1,0,0,0,0
4,6205,2,55,9,3,0,0,0,0,0,0,1,0
3,14871,9,30,6,3,0,0,0,1,0,0,0,0
4,5678,1,25,5,18,0,0,0,0,1,0,0,0
3,16108,7,45,1,6,0,0,0,0,0,1,0,0
3,17261,12,55,6,3,0,0,0,0,1,0,0,0
4,3311,2,40,12,5,0,0,0,0,0,0,1,0
4,4174,2,35,12,4,0,0,0,1,0,0,0,0
4,4823,2,50,9,6,0,0,0,1,0,0,0,0
3,8425,15,20,9,3,0,1,0,0,0,0,0,0
4,7229,2,55,5,15,0,0,0,0,1,0,0,0
3,5281,9,0,9,6,0,0,1,0,0,0,0,0
3,17549,20,25,9,3,0,0,0,0,1,0,0,0
3,13797,13,0,3,6,0,0,0,0,0,1,0,0
4,4823,2,50,12,4,0,0,0,1,0,0,0,0
3,7258,15,55,3,6,0,1,0,0,0,0,0,0
3,18192,12,45,3,3,0,0,0,0,0,1,0,0
2,13899,19,25,1,5,0,1,0,0,0,0,0,0
3,10844,6,40,9,5,0,0,0,0,1,0,0,0
3,14151,24,10,12,5,0,0,0,0,1,0,0,0
3,15147,10,20,6,3,0,0,0,0,0,1,0,0
4,3898,2,55,6,15,0,0,1,0,0,0,0,0
3,6818,11,5,5,15,0,0,0,1,0,0,0,0
3,14781,19,30,5,15,0,0,0,0,1,0,0,0
2,5192,8,20,5,21,1,0,0,0,0,0,0,0
2,14441,7,5,6,27,0,0,0,0,1,0,0,0
3,14151,24,40,5,24,0,0,0,0,1,0,0,0
3,4226,3,40,5,18,0,0,0,1,0,0,0,0
2,13381,23,0,5,27,0,1,0,0,0,0,0,0
3,10678,14,5,6,15,0,0,0,0,0,1,0,0
3,12242,7,20,3,27,0,0,0,0,1,0,0,0
4,4995,1,25,6,21,0,0,0,0,1,0,0,0
3,10262,7,30,1,6,0,0,0,0,1,0,0,0
4,3841,2,20,4,15,0,0,0,0,0,0,1,0
3,9663,16,0,9,5,0,0,0,0,1,0,0,0
4,5224,2,35,4,18,0,0,0,1,0,0,0,0
3,14533,12,10,5,18,0,0,0,0,0,1,0,0
4,2017,1,30,5,24,0,0,0,0,0,0,1,0
4,5769,3,5,12,6,0,0,0,0,1,0,0,0
3,11622,8,5,3,21,0,0,0,0,0,1,0,0
4,4823,2,55,3,4,0,0,0,1,0,0,0,0
3,7832,21,20,3,21,0,0,0,0,1,0,0,0
3,9001,11,45,6,24,0,0,0,0,0,1,0,0
4,2754,1,30,6,27,0,0,0,1,0,0,0,0
4,7229,3,0,5,24,0,0,0,0,1,0,0,0
3,6937,4,40,9,3,0,0,0,1,0,0,0,0
2,13033,15,20,6,6,0,1,0,0,0,0,0,0
4,3625,2,40,3,5,0,0,0,0,0,0,1,0
2,13292,21,35,6,27,0,0,0,0,1,0,0,0
2,12778,25,25,12,3,0,1,0,0,0,0,0,0
4,3841,2,30,1,6,0,0,0,0,0,0,1,0
4,2227,1,25,3,18,0,0,0,1,0,0,0,0
3,6171,8,40,9,5,0,0,0,0,0,0,1,0
2,10676,19,55,12,5,0,1,0,0,0,0,0,0
2,13014,17,5,6,24,0,0,0,0,1,0,0,0
4,2754,1,30,3,18,0,0,0,1,0,0,0,0
2,8367,14,25,3,27,0,1,0,0,0,0,0,0
3,5177,26,10,3,4,0,0,0,0,1,0,0,0
4,4174,2,30,4,18,0,0,0,0,0,0,1,0
3,9794,10,15,5,15,0,0,0,0,0,1,0,0
3,10486,6,25,5,27,0,0,0,0,0,1,0,0
3,15058,11,15,5,21,0,0,0,0,0,1,0,0
4,4804,2,35,4,27,0,0,0,1,0,0,0,0
3,17024,27,45,6,3,0,0,0,0,1,0,0,0
3,8855,7,35,12,5,0,0,1,0,0,0,0,0
3,8372,10,40,9,6,0,1,0,0,0,0,0,0
4,4050,1,25,6,24,0,0,0,0,1,0,0,0
4,7229,2,55,12,5,0,0,0,0,1,0,0,0
4,2385,1,20,3,18,0,0,0,0,0,0,1,0
4,3898,2,50,6,24,0,0,1,0,0,0,0,0
4,6860,2,45,3,3,0,0,0,1,0,0,0,0
3,6749,5,15,5,27,0,0,0,0,0,0,1,0
2,15107,8,45,5,21,0,1,0,0,0,0,0,0
2,10368,18,45,6,15,0,0,0,0,1,0,0,0
3,7832,14,20,3,21,0,0,0,0,1,0,0,0
4,2385,1,30,5,27,0,0,0,0,0,0,1,0
4,4804,2,30,6,24,0,0,0,1,0,0,0,0
2,8236,26,35,3,21,0,1,0,0,0,0,0,0
3,6416,9,30,3,27,0,0,0,1,0,0,0,0
3,10262,7,30,9,6,0,0,0,0,1,0,0,0
3,14714,20,10,9,6,0,0,0,0,1,0,0,0
3,7646,5,30,1,4,0,0,0,0,0,0,1,0
3,7480,12,45,1,6,0,1,0,0,0,0,0,0
4,11982,2,20,5,27,0,0,0,0,0,0,0,1
3,8309,8,40,5,18,0,0,0,0,0,1,0,0
2,13344,7,5,9,6,0,0,0,0,1,0,0,0
3,4227,14,50,1,4,0,1,0,0,0,0,0,0
2,9706,19,40,3,21,0,1,0,0,0,0,0,0
4,2017,1,30,6,5,0,0,0,0,0,0,1,0
3,6442,13,55,12,6,0,0,0,1,0,0,0,0
4,8016,3,5,6,15,0,0,0,0,1,0,0,0
3,5298,5,20,1,4,0,0,0,1,0,0,0,0
4,4878,2,35,5,21,0,0,0,0,0,0,0,1
3,10262,14,25,6,24,0,0,0,0,1,0,0,0
3,4176,5,0,12,5,0,0,0,1,0,0,0,0
3,5883,14,5,6,15,0,0,0,1,0,0,0,0
3,12717,9,0,6,6,0,0,0,0,0,1,0,0
4,3850,2,20,12,5,0,0,0,1,0,0,0,0
4,3597,2,20,5,27,0,0,0,1,0,0,0,0
4,2175,1,30,9,5,0,0,0,0,0,0,1,0
4,7080,2,50,12,4,1,0,0,0,0,0,0,0
3,8849,11,5,1,4,0,0,0,0,1,0,0,0
3,9899,11,25,12,6,0,0,0,0,1,0,0,0
4,4878,2,40,6,15,0,0,0,0,0,0,0,1
3,7787,11,45,9,5,0,0,0,0,0,1,0,0
4,3597,2,20,3,5,0,0,0,0,0,0,1,0
3,5281,9,0,1,4,0,0,1,0,0,0,0,0
3,9345,22,30,5,15,0,0,0,0,0,0,0,1
3,6442,10,35,6,24,0,0,0,1,0,0,0,0
3,6838,11,45,6,6,0,0,0,1,0,0,0,0
4,3597,2,20,3,6,0,0,0,0,0,0,1,0
4,3173,1,20,3,21,0,0,0,0,0,0,1,0
3,13377,7,15,3,6,0,0,0,0,0,1,0,0
3,9314,21,35,9,5,0,0,0,0,1,0,0,0
3,9856,9,5,9,3,0,0,0,0,0,1,0,0
3,8372,11,15,5,21,0,1,0,0,0,0,0,0
3,7064,23,20,1,4,0,0,0,0,1,0,0,0
4,4804,2,35,1,5,0,0,0,1,0,0,0,0
2,13029,13,30,5,27,0,0,0,0,1,0,0,0
3,7640,8,10,5,24,0,0,0,1,0,0,0,0
3,22270,7,15,1,3,0,0,0,0,1,0,0,0
4,4441,2,50,1,4,0,1,0,0,0,0,0,0
3,12898,19,25,5,27,0,0,0,0,1,0,0,0
3,7064,21,25,1,4,0,0,0,0,1,0,0,0
3,10844,12,20,9,6,0,0,0,0,1,0,0,0
4,4174,2,25,9,6,0,0,0,0,0,0,1,0
3,8529,28,15,12,6,0,0,0,0,1,0,0,0
4,3625,2,50,5,21,0,0,0,1,0,0,0,0
4,3419,2,55,5,21,0,0,0,1,0,0,0,0
4,3850,2,25,5,24,0,0,0,1,0,0,0,0
2,12802,20,55,5,24,0,1,0,0,0,0,0,0
3,9748,6,0,6,3,0,0,0,0,0,0,1,0
3,6104,8,20,3,6,0,0,0,1,0,0,0,0
4,3943,3,0,6,21,0,0,0,1,0,0,0,0
3,7514,9,20,3,6,0,0,0,1,0,0,0,0
4,18308,2,40,6,3,0,0,0,0,1,0,0,0
2,17327,4,15,6,3,0,1,0,0,0,0,0,0
2,8892,18,35,3,27,0,1,0,0,0,0,0,0
3,9794,8,40,5,27,0,0,0,0,0,1,0,0
4,4423,2,55,1,4,0,0,0,1,0,0,0,0
3,10844,24,45,5,24,0,0,0,0,1,0,0,0
3,15554,24,45,9,5,0,0,0,0,1,0,0,0
4,11982,2,20,1,5,0,0,0,0,0,0,0,1
4,4049,1,30,3,6,0,0,0,1,0,0,0,0
4,5618,2,35,3,24,0,0,0,1,0,0,0,0
2,13591,23,0,6,27,0,1,0,0,0,0,0,0
3,9508,15,30,5,27,0,0,0,0,0,1,0,0
4,3543,2,15,6,18,0,0,0,0,0,0,1,0
4,7229,3,5,4,18,0,0,0,0,1,0,0,0
4,4668,2,50,6,18,0,0,0,0,0,0,0,1
3,14388,20,0,5,21,0,0,0,0,1,0,0,0
3,10844,17,5,5,15,0,0,0,0,1,0,0,0
3,7690,12,45,9,6,0,1,0,0,0,0,0,0
3,13067,24,10,5,21,0,0,0,0,1,0,0,0
4,1965,1,30,3,4,0,0,0,0,0,0,1,0
3,16289,26,50,9,3,0,0,0,0,1,0,0,0
3,10203,12,25,12,5,0,1,0,0,0,0,0,0
3,15149,9,30,6,5,0,0,0,0,1,0,0,0
3,9345,6,25,5,21,0,0,0,0,0,0,0,1
4,2017,1,30,5,18,0,0,0,0,0,0,1,0
3,9345,16,15,5,15,0,0,0,0,0,0,0,1
3,6528,24,45,6,5,0,1,0,0,0,0,0,0
3,15603,6,20,3,3,0,0,0,0,0,1,0,0
3,5583,5,15,6,27,0,0,0,0,0,0,1,0
3,10577,27,0,9,6,0,0,0,0,1,0,0,0
2,10651,19,40,5,15,0,1,0,0,0,0,0,0
3,7594,14,35,12,6,0,0,0,0,1,0,0,0
3,6857,3,40,1,5,1,0,0,0,0,0,0,0
4,4423,2,50,4,27,0,0,0,1,0,0,0,0
2,13344,7,5,12,6,0,0,0,0,1,0,0,0
4,3971,2,55,4,27,0,0,0,0,0,0,1,0
3,18371,10,0,6,24,0,0,0,0,1,0,0,0
2,6643,33,15,3,27,0,0,0,0,1,0,0,0
3,15077,7,45,6,3,0,0,0,0,0,1,0,0
4,6121,2,45,1,5,0,1,0,0,0,0,0,0
4,5755,1,20,3,3,0,0,0,0,0,0,1,0
3,4487,12,45,9,4,0,1,0,0,0,0,0,0
3,5158,4,30,5,21,0,0,0,0,0,0,1,0
3,8586,8,40,1,5,0,0,0,0,1,0,0,0
4,3100,1,20,1,6,0,1,0,0,0,0,0,0
4,3210,1,25,9,5,0,0,0,0,1,0,0,0
3,12373,17,20,9,5,0,0,0,0,1,0,0,0
3,15135,12,10,3,3,0,0,0,0,0,1,0,0
2,13292,13,30,6,27,0,0,0,0,1,0,0,0
4,2017,1,30,6,6,0,0,0,0,0,0,1,0
3,12395,25,0,6,3,0,0,0,0,0,0,0,1
4,3543,2,15,6,21,0,0,0,0,0,0,1,0
4,2228,1,30,6,5,0,0,0,0,1,0,0,0
3,11410,13,50,3,6,1,0,0,0,0,0,0,0
4,3514,2,35,6,24,0,0,1,0,0,0,0,0
3,13469,11,30,6,6,0,0,0,0,1,0,0,0
4,3943,3,0,9,4,0,0,0,1,0,0,0,0
4,7608,2,55,3,3,0,0,0,0,0,0,0,1
4,6961,2,45,5,27,0,1,0,0,0,0,0,0
3,12042,9,45,1,6,0,0,0,0,0,1,0,0
3,62427,6,40,1,3,0,0,0,0,1,0,0,0
2,9586,10,55,9,3,0,1,0,0,0,0,0,0
4,3543,2,15,1,6,0,0,0,0,0,0,1,0
2,13882,27,10,9,6,0,0,0,0,1,0,0,0
3,8781,7,15,5,24,0,0,0,0,1,0,0,0
2,5192,8,20,12,6,1,0,0,0,0,0,0,0
3,6442,15,40,3,27,0,0,0,1,0,0,0,0
3,15554,13,45,6,5,0,0,0,0,1,0,0,0
3,10844,21,25,5,21,0,0,0,0,1,0,0,0
4,2754,1,30,3,4,0,0,0,1,0,0,0,0
3,14067,7,0,5,21,0,0,0,0,0,1,0,0
3,5140,6,10,4,27,0,0,1,0,0,0,0,0
3,8330,14,55,9,5,0,0,0,1,0,0,0,0
4,5678,1,30,3,3,0,0,0,0,1,0,0,0
3,11087,19,30,12,3,0,0,0,0,1,0,0,0
4,18558,2,55,1,3,0,0,1,0,0,0,0,0
4,16000,1,30,1,3,0,0,0,1,0,0,0,0
4,3573,2,55,6,5,0,0,0,0,0,0,1,0
3,7670,12,40,5,15,0,0,0,0,0,1,0,0
4,4878,2,35,5,15,0,0,0,0,0,0,0,1
2,11507,21,35,6,27,0,0,0,0,1,0,0,0
3,8759,5,30,6,6,1,0,0,0,0,0,0,0
3,10262,25,30,12,6,0,0,0,0,1,0,0,0
2,10975,26,20,5,21,0,1,0,0,0,0,0,0
3,10262,9,10,6,6,0,0,0,0,1,0,0,0
3,6007,8,10,6,27,0,0,0,0,0,1,0,0
4,3858,2,25,3,21,0,0,0,1,0,0,0,0
3,6412,8,10,6,27,0,0,0,1,0,0,0,0
4,6245,2,30,4,21,0,1,0,0,0,0,0,0
2,9968,23,30,9,6,0,1,0,0,0,0,0,0
3,18260,10,40,9,3,0,0,0,0,0,1,0,0
4,8855,2,55,3,3,0,0,0,1,0,0,0,0
3,10844,9,50,5,24,0,0,0,0,1,0,0,0
4,3597,2,15,5,27,0,0,0,0,0,0,1,0
3,13067,28,5,6,5,0,0,0,0,1,0,0,0
3,13817,17,50,12,3,0,0,0,0,1,0,0,0
3,11602,16,30,12,3,0,1,0,0,0,0,0,0
3,13941,25,45,9,5,0,0,0,0,1,0,0,0
3,14151,22,45,5,15,0,0,0,0,1,0,0,0
4,3943,2,50,5,15,0,0,0,1,0,0,0,0
3,10844,11,45,12,5,0,0,0,0,1,0,0,0
4,2753,1,30,6,18,0,0,0,0,0,0,1,0
3,14714,16,45,12,6,0,0,0,0,1,0,0,0
3,9646,9,5,5,18,0,0,0,0,0,1,0,0
3,15554,5,30,9,5,0,0,0,0,1,0,0,0
2,13261,7,15,3,18,0,1,0,0,0,0,0,0
3,11087,17,25,3,18,0,0,0,0,1,0,0,0
2,11507,13,30,6,15,0,0,0,0,1,0,0,0
3,9424,6,30,9,5,0,0,0,0,0,1,0,0
4,4937,2,50,12,4,0,0,1,0,0,0,0,0
4,3257,2,55,6,6,0,0,0,0,0,0,1,0
4,4823,2,50,6,5,0,0,0,1,0,0,0,0
4,5277,2,20,12,5,0,0,0,1,0,0,0,0
4,3873,2,30,9,4,0,0,0,0,0,0,1,0
3,10844,12,10,5,24,0,0,0,0,1,0,0,0
3,7198,8,30,5,27,0,0,0,0,0,1,0,0
4,6094,2,50,5,15,0,1,0,0,0,0,0,0
4,3943,2,45,3,5,0,0,0,1,0,0,0,0
4,3943,3,0,5,15,0,0,0,1,0,0,0,0
3,12681,16,0,1,4,0,0,0,0,1,0,0,0
4,5613,2,35,4,15,0,0,0,0,0,0,0,1
4,3873,2,25,5,24,0,0,0,0,0,0,1,0
3,12898,23,35,5,27,0,0,0,0,1,0,0,0
2,15129,22,55,9,5,0,0,0,0,1,0,0,0
4,3911,2,15,9,5,0,0,0,0,0,0,1,0
4,6015,3,15,12,6,0,0,0,1,0,0,0,0
3,54826,6,5,1,3,0,0,0,0,1,0,0,0
3,5073,5,5,3,27,0,0,0,1,0,0,0,0
4,4326,2,20,3,21,0,0,0,1,0,0,0,0
4,8040,1,30,3,6,0,0,0,0,1,0,0,0
4,7229,2,45,3,4,0,0,0,0,1,0,0,0
4,3943,2,50,6,15,0,0,0,1,0,0,0,0
1,14195,11,25,6,3,0,1,0,0,0,0,0,0
2,13292,18,50,6,15,0,0,0,0,1,0,0,0
4,4174,2,35,3,4,0,0,0,1,0,0,0,0
3,16736,14,20,6,3,0,0,0,0,1,0,0,0
4,5198,2,45,12,5,0,0,0,0,1,0,0,0
3,15058,12,10,3,6,0,0,0,0,0,1,0,0
3,5073,5,0,3,4,0,0,0,1,0,0,0,0
3,10197,11,0,5,15,0,0,0,0,0,1,0,0
4,3543,2,20,6,27,0,0,0,0,0,0,1,0
4,7229,3,0,6,27,0,0,0,0,1,0,0,0
2,10966,19,40,1,6,0,1,0,0,0,0,0,0
3,11134,9,30,3,24,0,0,0,0,1,0,0,0
4,3807,2,30,6,4,1,0,0,0,0,0,0,0
4,5228,2,50,6,5,0,1,0,0,0,0,0,0
4,3597,2,20,12,6,0,0,0,1,0,0,0,0
4,4483,2,45,5,18,1,0,0,0,0,0,0,0
3,10262,16,55,6,24,0,0,0,0,1,0,0,0
3,5158,4,30,6,6,0,0,0,0,0,0,1,0
3,6010,25,20,3,21,0,1,0,0,0,0,0,0
2,13376,22,0,12,6,0,0,0,0,1,0,0,0
2,11543,22,45,3,21,0,0,0,0,1,0,0,0
3,15342,9,20,6,3,0,0,0,0,0,1,0,0
4,6309,2,55,3,15,0,0,0,0,0,0,1,0
4,5823,2,45,5,24,0,0,0,0,0,0,0,1
4,3873,2,35,1,6,0,0,0,0,0,0,1,0
3,12898,21,10,5,27,0,0,0,0,1,0,0,0
3,6979,8,20,5,15,0,0,0,1,0,0,0,0
2,13437,23,30,12,5,0,1,0,0,0,0,0,0
3,6017,16,55,3,27,0,0,0,0,1,0,0,0
3,14053,5,30,3,21,0,0,0,0,1,0,0,0
4,7295,2,25,6,3,0,0,0,1,0,0,0,0
3,13044,24,55,12,6,0,0,0,0,1,0,0,0
4,4030,2,55,3,5,0,0,0,0,1,0,0,0
2,13942,27,5,6,3,0,1,0,0,0,0,0,0
3,14781,11,45,12,5,0,0,0,0,1,0,0,0
4,3579,2,50,3,24,0,0,0,0,0,0,1,0
3,5530,5,20,5,27,0,0,0,1,0,0,0,0
3,10844,5,45,12,5,0,0,0,0,1,0,0,0
3,8372,11,15,6,6,0,1,0,0,0,0,0,0
3,16289,12,55,9,3,0,0,0,0,1,0,0,0
2,11701,21,15,6,5,0,1,0,0,0,0,0,0
3,11269,9,30,3,21,0,0,0,0,0,1,0,0
3,9385,12,30,5,18,0,0,0,0,0,1,0,0
3,14151,6,35,5,24,0,0,0,0,1,0,0,0
4,4544,3,0,9,4,0,0,0,0,1,0,0,0
3,11087,14,10,12,3,0,0,0,0,1,0,0,0
4,5224,2,35,3,6,0,0,0,1,0,0,0,0
4,4804,2,35,6,27,0,0,0,1,0,0,0,0
3,6901,14,40,12,3,0,1,0,0,0,0,0,0
3,5999,7,45,3,21,0,0,0,0,0,1,0,0
4,5403,2,50,9,4,0,0,0,0,0,0,0,1
2,13014,13,30,12,6,0,0,0,0,1,0,0,0
4,4995,1,25,6,5,0,0,0,0,1,0,0,0
3,13941,25,45,5,21,0,0,0,0,1,0,0,0
2,11507,21,35,3,6,0,0,0,0,1,0,0,0
3,12192,11,0,6,15,0,0,0,0,0,1,0,0
3,7198,7,30,5,27,0,0,0,0,0,1,0,0
4,5000,3,15,6,21,0,0,0,1,0,0,0,0
4,3841,2,35,3,4,0,0,0,0,0,0,1,0
3,12347,5,50,3,21,0,0,0,0,1,0,0,0
4,11982,2,20,6,15,0,0,0,0,0,0,0,1
3,16736,11,40,6,3,0,0,0,0,1,0,0,0
4,4174,2,35,4,15,0,0,0,1,0,0,0,0
4,3841,2,25,6,27,0,0,0,0,0,0,1,0
3,17024,24,0,6,3,0,0,0,0,1,0,0,0
4,3943,3,0,5,24,0,0,0,1,0,0,0,0
3,6442,10,35,3,6,0,0,0,1,0,0,0,0
2,11762,36,10,9,3,0,1,0,0,0,0,0,0
4,4174,2,25,4,24,0,0,0,0,0,0,1,0
4,4804,2,35,6,18,0,0,0,1,0,0,0,0
3,13377,11,30,6,6,0,0,0,0,0,1,0,0
4,7229,2,55,1,4,0,0,0,0,1,0,0,0
4,8855,2,50,3,15,0,0,0,1,0,0,0,0
3,7741,8,55,6,27,0,0,0,0,0,1,0,0
3,22270,5,15,1,3,0,0,0,0,1,0,0,0
3,7740,12,15,3,6,0,0,0,0,0,1,0,0
2,14960,26,40,9,6,0,1,0,0,0,0,0,0
3,12032,8,55,3,27,0,0,0,0,1,0,0,0
4,5462,1,20,6,3,0,1,0,0,0,0,0,0
3,12347,23,5,3,21,0,0,0,0,1,0,0,0
4,3145,2,15,3,27,0,1,0,0,0,0,0,0
3,7832,8,40,3,21,0,0,0,0,1,0,0,0
4,4804,2,30,6,21,0,0,0,1,0,0,0,0
3,10482,5,5,9,3,0,0,0,1,0,0,0,0
3,12373,16,55,5,18,0,0,0,0,1,0,0,0
3,10478,15,15,3,3,0,0,0,0,0,1,0,0
2,13029,18,45,5,18,0,0,0,0,1,0,0,0
3,6482,20,55,3,21,0,1,0,0,0,0,0,0
3,15554,10,0,5,18,0,0,0,0,1,0,0,0
3,11789,10,15,12,6,0,0,0,0,0,1,0,0
3,9413,5,40,3,24,0,0,0,1,0,0,0,0
3,7662,28,20,9,6,0,1,0,0,0,0,0,0
3,7888,6,30,5,21,0,0,0,0,0,1,0,0
3,5192,15,55,5,15,1,0,0,0,0,0,0,0
3,6007,10,40,6,24,0,0,0,0,0,1,0,0
3,12898,26,35,5,27,0,0,0,0,1,0,0,0
2,11885,25,45,3,18,0,1,0,0,0,0,0,0
3,14360,5,55,3,24,0,0,0,0,0,0,0,1
2,14330,19,45,12,5,0,1,0,0,0,0,0,0
3,6076,9,15,3,27,0,0,0,0,0,1,0,0
4,4622,2,40,1,3,0,0,0,0,0,0,1,0
3,14388,11,5,9,5,0,0,0,0,1,0,0,0
3,9794,10,15,5,21,0,0,0,0,0,1,0,0
4,4804,2,30,3,6,0,0,0,1,0,0,0,0
3,9663,7,30,9,5,0,0,0,0,1,0,0,0
3,5842,6,10,9,5,0,0,1,0,0,0,0,0
3,15603,8,30,3,3,0,0,0,0,0,1,0,0
4,5618,2,45,3,3,0,0,0,1,0,0,0,0
4,6565,2,35,3,3,0,0,0,1,0,0,0,0
3,5221,4,55,4,15,0,0,0,0,0,0,1,0
2,10368,9,20,6,27,0,0,0,0,1,0,0,0
3,7480,12,45,6,24,0,1,0,0,0,0,0,0
2,13882,24,50,12,6,0,0,0,0,1,0,0,0
3,6442,9,20,6,24,0,0,0,1,0,0,0,0
4,4823,2,55,6,24,0,0,0,1,0,0,0,0
4,3873,2,30,5,21,0,0,0,0,0,0,1,0
3,12121,17,55,1,5,0,0,0,0,1,0,0,0
4,4423,2,50,4,27,0,0,0,1,0,0,0,0
4,5510,2,30,6,24,0,1,0,0,0,0,0,0
4,7229,3,0,6,4,0,0,0,0,1,0,0,0
3,10577,16,50,9,6,0,0,0,0,1,0,0,0
4,8040,1,30,3,27,0,0,0,0,1,0,0,0
3,14714,6,0,3,6,0,0,0,0,1,0,0,0
4,7229,2,45,9,6,0,0,0,0,1,0,0,0
2,6653,14,15,3,21,0,0,0,0,0,1,0,0
3,6442,11,5,6,24,0,0,0,1,0,0,0,0
4,4804,2,40,12,5,0,0,0,1,0,0,0,0
2,9417,20,10,9,5,0,1,0,0,0,0,0,0
3,10844,24,55,5,24,0,0,0,0,1,0,0,0
4,7229,3,0,12,5,0,0,0,0,1,0,0,0
3,15400,9,50,6,3,0,0,0,0,1,0,0,0
3,6416,12,30,6,15,0,0,0,1,0,0,0,0
4,5176,2,50,3,4,0,1,0,0,0,0,0,0
3,9264,9,35,3,21,0,0,0,1,0,0,0,0
3,13587,12,0,6,6,0,0,0,0,0,1,0,0
4,3597,2,15,1,5,0,0,0,0,0,0,1,0
4,4282,2,50,4,27,1,0,0,0,0,0,0,0
4,4995,1,25,6,27,0,0,0,0,1,0,0,0
4,4804,2,35,1,6,0,0,0,1,0,0,0,0
3,10844,9,50,6,5,0,0,0,0,1,0,0,0
3,14714,14,45,1,6,0,0,0,0,1,0,0,0
3,14571,12,10,6,6,0,0,0,0,1,0,0,0
3,7832,23,45,3,21,0,0,0,0,1,0,0,0
3,11467,21,35,1,4,0,0,0,0,1,0,0,0
3,10953,17,55,9,5,0,0,0,0,1,0,0,0
4,4148,2,40,9,3,0,0,0,1,0,0,0,0
4,3873,2,25,9,5,0,0,0,0,0,0,1,0
4,3943,2,50,4,27,0,0,0,1,0,0,0,0
3,6151,5,30,3,27,1,0,0,0,0,0,0,0
3,12080,14,10,12,3,0,0,0,0,0,0,0,1
3,13584,14,5,9,5,0,0,0,0,1,0,0,0
3,6979,14,5,6,5,0,0,0,1,0,0,0,0
4,4482,2,45,9,3,1,0,0,0,0,0,0,0
3,6284,5,25,1,4,0,0,0,1,0,0,0,0
3,4226,3,40,5,24,0,0,0,1,0,0,0,0
3,6442,9,30,9,3,0,0,0,1,0,0,0,0
3,12373,8,40,5,18,0,0,0,0,1,0,0,0
3,11297,9,10,12,3,0,0,0,0,1,0,0,0
2,14083,15,20,5,24,0,1,0,0,0,0,0,0
4,7202,3,15,3,6,0,0,0,0,1,0,0,0
3,11667,9,50,3,21,0,0,0,0,0,1,0,0
3,10844,23,20,5,24,0,0,0,0,1,0,0,0
3,5932,21,5,3,15,0,1,0,0,0,0,0,0
3,9001,10,30,6,24,0,0,0,0,0,1,0,0
3,13469,6,35,6,6,0,0,0,0,1,0,0,0
4,2227,1,30,6,15,0,0,0,1,0,0,0,0
3,5636,5,15,5,15,0,0,0,1,0,0,0,0
2,15965,10,25,6,6,0,0,0,0,0,1,0,0
3,5054,5,5,6,24,0,0,0,1,0,0,0,0
3,5999,9,0,3,21,0,0,0,0,0,1,0,0
4,4823,2,55,1,5,0,0,0,1,0,0,0,0
3,8479,7,15,12,6,0,0,0,0,0,0,1,0
3,8452,15,30,5,15,0,0,0,0,0,0,0,1
3,14924,11,0,3,6,0,0,0,0,1,0,0,0
2,10441,23,30,3,6,0,1,0,0,0,0,0,0
3,7485,15,0,5,21,0,0,0,0,0,1,0,0
4,6478,3,0,6,6,0,0,0,0,1,0,0,0
2,15129,29,35,5,27,0,0,0,0,1,0,0,0
3,3809,4,25,1,5,0,0,0,1,0,0,0,0
3,18581,11,0,6,24,0,0,0,0,1,0,0,0
4,5224,2,35,9,6,0,0,0,1,0,0,0,0
3,8330,8,20,9,5,0,0,0,1,0,0,0,0
4,6961,2,45,9,6,0,1,0,0,0,0,0,0
3,10262,11,0,9,6,0,0,0,0,1,0,0,0
4,2754,1,30,6,21,0,0,0,1,0,0,0,0
3,13727,10,30,5,18,0,0,0,0,0,1,0,0
4,3898,2,45,4,27,0,0,1,0,0,0,0,0
3,11087,13,30,12,3,0,0,0,0,1,0,0,0
4,3383,2,50,6,4,1,0,0,0,0,0,0,0
3,12557,25,20,3,21,0,0,0,0,1,0,0,0
2,8273,22,5,3,21,0,0,0,0,1,0,0,0
2,9736,9,5,12,3,0,1,0,0,0,0,0,0
